id,warehouse,mode,status,order_id
8726,F,Ship,Pending,12496
8727,A,Ship,Delivered,3522
8728,B,Ship,Delivered,9174
8729,C,Ship,Delivered,9913
8730,F,Ship,Delivered,11045
8731,D,Ship,In Transit,7154
8732,F,Ship,In Transit,5942
8733,A,Ship,Returned,3100
8734,B,Ship,In Transit,8552
8735,C,Ship,Returned,14322
8736,F,Ship,Delivered,7957
8737,D,Ship,Returned,13335
8738,F,Ship,Delivered,16354
8739,A,Ship,Returned,16129
8740,B,Ship,Returned,14495
8741,C,Ship,Returned,18618
8742,F,Road,Returned,11123
8743,D,Road,In Transit,3922
8744,F,Road,In Transit,14428
8745,A,Road,In Transit,7180
8746,B,Road,Delivered,5679
8747,C,Road,Returned,14228
8748,F,Road,Delivered,4303
8749,D,Road,Delivered,7309
8750,F,Road,Pending,17249
8751,A,Road,Pending,16236
8752,B,Road,Pending,12886
8753,C,Road,Pending,8376
8754,F,Road,Delivered,7605
8755,D,Road,In Transit,19136
8756,F,Road,Returned,428
8757,A,Road,Returned,8200
8758,B,Road,In Transit,11548
8759,C,Road,Pending,9690
8760,F,Road,In Transit,7676
8761,D,Road,Returned,8924
8762,F,Road,Pending,7347
8763,A,Road,Returned,13860
8764,B,Flight,Returned,12258
8765,C,Flight,In Transit,665
8766,F,Flight,Delivered,8300
8767,D,Flight,Delivered,11068
8768,F,Flight,Pending,9879
8769,A,Flight,Pending,16272
8770,B,Flight,Returned,17092
8771,C,Flight,Pending,11442
8772,F,Flight,Returned,18568
8773,D,Flight,Returned,378
8774,F,Flight,Returned,17258
8775,A,Flight,Delivered,12765
8776,B,Flight,In Transit,10767
8777,C,Flight,Returned,11009
8778,F,Flight,Delivered,16110
8779,D,Flight,Pending,15879
8780,F,Flight,Pending,6962
8781,A,Flight,Returned,14654
8782,B,Flight,Pending,2204
8783,C,Flight,Returned,6860
8784,F,Flight,Returned,18168
8785,D,Flight,Pending,15908
8786,F,Ship,In Transit,13026
8787,A,Ship,Returned,16638
8788,B,Ship,Pending,8427
8789,C,Ship,Returned,10563
8790,F,Ship,In Transit,7904
8791,D,Ship,In Transit,18809
8792,F,Ship,Delivered,4706
8793,A,Ship,Delivered,7167
8794,B,Ship,Pending,15317
8795,C,Ship,Pending,7551
8796,F,Ship,In Transit,5953
8797,D,Ship,In Transit,1657
8798,F,Ship,In Transit,19988
8799,A,Ship,In Transit,1826
8800,B,Ship,Delivered,9305
8801,C,Ship,Returned,6239
8802,F,Ship,Delivered,10481
8803,D,Ship,Delivered,17006
8804,F,Ship,Pending,5279
8805,A,Ship,Delivered,15302
8806,B,Ship,Returned,3708
8807,C,Ship,Delivered,3061
8808,F,Ship,Delivered,2354
8809,D,Ship,Pending,333
8810,F,Ship,Returned,15576
8811,A,Ship,In Transit,1106
8812,B,Ship,Pending,13673
8813,C,Ship,Pending,18470
8814,F,Ship,Delivered,12881
8815,D,Ship,Delivered,7193
8816,F,Ship,Returned,10930
8817,A,Ship,In Transit,13908
8818,B,Ship,Returned,10667
8819,C,Ship,Returned,17510
8820,F,Ship,Returned,12097
8821,D,Ship,Pending,12138
8822,F,Ship,In Transit,18562
8823,A,Ship,Delivered,3720
8824,B,Ship,Delivered,19632
8825,C,Ship,Returned,3188
8826,F,Ship,Returned,17916
8827,D,Ship,Returned,5398
8828,F,Ship,Returned,7369
8829,A,Ship,Pending,1480
8830,B,Ship,Pending,19208
8831,C,Ship,In Transit,2860
8832,F,Ship,In Transit,14561
8833,D,Ship,In Transit,4552
8834,F,Ship,Pending,3248
8835,A,Ship,Returned,1099
8836,B,Ship,Pending,13183
8837,C,Ship,Delivered,17673
8838,F,Ship,Pending,19134
8839,D,Ship,In Transit,3377
8840,F,Ship,Pending,10824
8841,A,Ship,Delivered,11075
8842,B,Ship,Pending,5911
8843,C,Ship,In Transit,3599
8844,F,Ship,Returned,2213
8845,D,Ship,Delivered,2592
8846,F,Ship,In Transit,18579
8847,A,Ship,Delivered,4666
8848,B,Ship,Pending,12199
8849,C,Ship,Returned,13536
8850,F,Ship,Delivered,11615
8851,D,Ship,In Transit,8303
8852,F,Ship,In Transit,18182
8853,A,Ship,In Transit,9647
8854,B,Ship,Returned,1586
8855,C,Ship,Returned,5814
8856,F,Ship,Pending,1289
8857,D,Ship,Returned,5069
8858,F,Ship,Pending,11180
8859,A,Ship,Returned,1071
8860,B,Ship,Pending,10727
8861,C,Ship,Returned,19249
8862,F,Ship,Delivered,9612
8863,D,Ship,In Transit,14682
8864,F,Ship,Returned,12347
8865,A,Ship,Delivered,16411
8866,B,Ship,Delivered,6309
8867,C,Ship,Pending,11918
8868,F,Ship,Pending,2463
8869,D,Ship,Delivered,6751
8870,F,Ship,Delivered,17155
8871,A,Ship,Delivered,13365
8872,B,Ship,Delivered,8226
8873,C,Ship,Returned,11850
8874,F,Ship,Delivered,7960
8875,D,Ship,Delivered,13246
8876,F,Ship,Pending,5403
8877,A,Ship,In Transit,11868
8878,B,Ship,Pending,14490
8879,C,Road,Pending,16660
8880,F,Road,Returned,11365
8881,D,Road,In Transit,1185
8882,F,Road,Delivered,19510
8883,A,Road,Delivered,10030
8884,B,Road,Delivered,19689
8885,C,Road,Delivered,8057
8886,F,Road,Returned,6344
8887,D,Road,In Transit,19672
8888,F,Road,In Transit,4320
8889,A,Road,Returned,9518
8890,B,Road,In Transit,16460
8891,C,Road,In Transit,16242
8892,F,Road,In Transit,17129
8893,D,Road,In Transit,2895
8894,F,Road,Pending,8058
8895,A,Road,In Transit,19395
8896,B,Road,In Transit,11498
8897,C,Road,Pending,10467
8898,F,Road,Delivered,10297
8899,D,Road,Pending,19013
8900,F,Road,In Transit,10973
8901,A,Flight,Returned,18197
8902,B,Flight,Delivered,11168
8903,C,Flight,In Transit,14701
8904,F,Flight,Returned,11250
8905,D,Flight,Returned,5804
8906,F,Flight,Delivered,7708
8907,A,Flight,In Transit,10414
8908,B,Flight,Delivered,623
8909,C,Flight,Delivered,2399
8910,F,Flight,Returned,2141
8911,D,Flight,In Transit,14798
8912,F,Flight,Returned,16458
8913,A,Flight,Pending,1560
8914,B,Flight,Pending,18909
8915,C,Flight,Pending,4904
8916,F,Flight,Pending,18917
8917,D,Flight,Returned,13250
8918,F,Flight,Returned,9256
8919,A,Flight,Pending,18868
8920,B,Flight,Returned,11948
8921,C,Flight,Returned,115
8922,F,Flight,Returned,14215
8923,D,Ship,In Transit,8557
8924,F,Ship,Returned,12994
8925,A,Ship,In Transit,9601
8926,B,Ship,Returned,627
8927,C,Ship,Returned,12139
8928,F,Ship,In Transit,1584
8929,D,Ship,Returned,8934
8930,F,Ship,In Transit,1255
8931,A,Ship,Returned,1099
8932,B,Ship,Returned,16761
8933,C,Ship,Returned,6959
8934,F,Ship,In Transit,6576
8935,D,Ship,In Transit,2511
8936,F,Ship,In Transit,13153
8937,A,Ship,Delivered,9673
8938,B,Ship,Delivered,19896
8939,C,Ship,Delivered,15391
8940,F,Ship,Returned,4879
8941,D,Ship,In Transit,15550
8942,F,Ship,Delivered,4893
8943,A,Ship,In Transit,3328
8944,B,Ship,In Transit,16448
8945,C,Ship,In Transit,15085
8946,F,Ship,Pending,7645
8947,D,Ship,Delivered,10555
8948,F,Ship,Delivered,8165
8949,A,Ship,Delivered,12448
8950,B,Ship,Delivered,16757
8951,C,Ship,Pending,15723
8952,F,Ship,Returned,15301
8953,D,Ship,Pending,8050
8954,F,Ship,Pending,12073
8955,A,Ship,Pending,668
8956,B,Ship,Returned,15612
8957,C,Ship,Pending,12653
8958,F,Ship,Delivered,9911
8959,D,Ship,In Transit,13293
8960,F,Ship,In Transit,8646
8961,A,Ship,In Transit,9120
8962,B,Ship,Returned,7737
8963,C,Ship,Pending,8548
8964,F,Ship,Delivered,7764
8965,D,Ship,Delivered,13849
8966,F,Ship,Delivered,3055
8967,A,Ship,Returned,2914
8968,B,Ship,Delivered,18245
8969,C,Ship,Pending,4313
8970,F,Ship,Pending,17699
8971,D,Ship,Pending,450
8972,F,Ship,Delivered,16525
8973,A,Ship,Delivered,15770
8974,B,Ship,Returned,12316
8975,C,Ship,In Transit,1008
8976,F,Ship,Delivered,6572
8977,D,Ship,Pending,14177
8978,F,Ship,In Transit,3485
8979,A,Ship,Pending,13828
8980,B,Ship,In Transit,947
8981,C,Ship,In Transit,5293
8982,F,Ship,Pending,2516
8983,D,Ship,Delivered,4292
8984,F,Ship,Delivered,14877
8985,A,Ship,In Transit,2517
8986,B,Ship,Delivered,3233
8987,C,Ship,Returned,8678
8988,F,Ship,In Transit,4658
8989,D,Ship,Pending,8683
8990,F,Ship,Delivered,19514
8991,A,Ship,Delivered,807
8992,B,Ship,Returned,10495
8993,C,Ship,Pending,3897
8994,F,Ship,Pending,8092
8995,D,Ship,In Transit,11932
8996,F,Ship,Delivered,10053
8997,A,Ship,In Transit,11566
8998,B,Ship,Delivered,6254
8999,C,Ship,Delivered,3682
9000,F,Ship,In Transit,9636
9001,D,Ship,Delivered,15290
9002,F,Ship,Pending,5486
9003,A,Ship,In Transit,5797
9004,B,Ship,Delivered,4874
9005,C,Ship,Pending,5042
9006,F,Ship,In Transit,9564
9007,D,Ship,Delivered,9278
9008,F,Ship,Returned,2480
9009,A,Ship,Delivered,11662
9010,B,Ship,Pending,14010
9011,C,Ship,Pending,7589
9012,F,Ship,Pending,17453
9013,D,Ship,In Transit,15341
9014,F,Ship,Returned,264
9015,A,Ship,Pending,2225
9016,B,Road,In Transit,8732
9017,C,Road,Delivered,11610
9018,F,Road,Pending,6304
9019,D,Road,Returned,15753
9020,F,Road,Pending,11562
9021,A,Road,Pending,6535
9022,B,Road,Returned,12258
9023,C,Road,Returned,5049
9024,F,Road,In Transit,2284
9025,D,Road,Returned,4731
9026,F,Road,Returned,6950
9027,A,Road,Delivered,17832
9028,B,Road,Delivered,17753
9029,C,Road,Pending,15666
9030,F,Road,Pending,6297
9031,D,Road,Returned,3346
9032,F,Road,In Transit,9135
9033,A,Road,Delivered,17818
9034,B,Road,Pending,197
9035,C,Road,In Transit,2162
9036,F,Road,In Transit,203
9037,D,Road,In Transit,14975
9038,F,Flight,Delivered,13037
9039,A,Flight,Delivered,8223
9040,B,Flight,Returned,10638
9041,C,Flight,Pending,418
9042,F,Flight,Returned,6559
9043,D,Flight,Pending,16466
9044,F,Flight,Delivered,3647
9045,A,Flight,Returned,17070
9046,B,Flight,In Transit,15746
9047,C,Flight,In Transit,382
9048,F,Flight,Returned,3907
9049,D,Flight,In Transit,14292
9050,F,Flight,Returned,3230
9051,A,Flight,In Transit,1215
9052,B,Flight,Pending,15206
9053,C,Flight,Delivered,1080
9054,F,Flight,Returned,10283
9055,D,Flight,Pending,14050
9056,F,Flight,In Transit,6857
9057,A,Flight,Returned,15987
9058,B,Flight,In Transit,7714
9059,C,Flight,Pending,8859
9060,F,Ship,In Transit,11696
9061,D,Ship,Pending,13370
9062,F,Ship,In Transit,13391
9063,A,Ship,Pending,10312
9064,B,Ship,Delivered,12488
9065,C,Ship,Returned,11330
9066,F,Ship,Returned,14739
9067,D,Ship,In Transit,11568
9068,F,Ship,In Transit,294
9069,A,Ship,Pending,1279
9070,B,Ship,Pending,8100
9071,C,Ship,In Transit,3071
9072,F,Ship,Pending,3292
9073,D,Ship,Pending,4905
9074,F,Ship,In Transit,6411
9075,A,Ship,Returned,17430
9076,B,Ship,Returned,19308
9077,C,Ship,Returned,18705
9078,F,Ship,Delivered,3461
9079,D,Ship,In Transit,11712
9080,F,Ship,Delivered,18286
9081,A,Ship,In Transit,12124
9082,B,Ship,Delivered,17784
9083,C,Ship,Returned,7086
9084,F,Ship,Returned,8662
9085,D,Ship,In Transit,1912
9086,F,Ship,Returned,19870
9087,A,Ship,In Transit,19197
9088,B,Ship,Returned,561
9089,C,Ship,Returned,3554
9090,F,Ship,In Transit,1977
9091,D,Ship,Pending,10953
9092,F,Ship,Delivered,5738
9093,A,Ship,Delivered,1239
9094,B,Ship,In Transit,12861
9095,C,Ship,Pending,17557
9096,F,Ship,Delivered,3165
9097,D,Ship,Returned,2102
9098,F,Ship,Pending,11272
9099,A,Ship,Returned,14921
9100,B,Ship,Delivered,12884
9101,C,Ship,In Transit,627
9102,F,Ship,Pending,4332
9103,D,Ship,Returned,6850
9104,F,Ship,Pending,16090
9105,A,Ship,Returned,10754
9106,B,Ship,In Transit,15090
9107,C,Ship,Delivered,16098
9108,F,Ship,Pending,5396
9109,D,Ship,Returned,16711
9110,F,Ship,Returned,17322
9111,A,Ship,Delivered,11157
9112,B,Ship,Pending,2628
9113,C,Ship,Returned,8626
9114,F,Ship,Returned,12678
9115,D,Ship,Returned,15563
9116,F,Ship,Returned,14903
9117,A,Ship,Delivered,9403
9118,B,Ship,Returned,9338
9119,C,Ship,In Transit,3424
9120,F,Ship,Pending,19048
9121,D,Ship,In Transit,18894
9122,F,Ship,Delivered,2057
9123,A,Ship,In Transit,1586
9124,B,Ship,Returned,15216
9125,C,Ship,In Transit,13337
9126,F,Ship,In Transit,7261
9127,D,Ship,Returned,13736
9128,F,Ship,Pending,12974
9129,A,Ship,Delivered,19952
9130,B,Ship,Delivered,4735
9131,C,Ship,Returned,6735
9132,F,Ship,Delivered,14999
9133,D,Ship,Delivered,8706
9134,F,Ship,Pending,17499
9135,A,Ship,Returned,8806
9136,B,Ship,Pending,14621
9137,C,Ship,Returned,17741
9138,F,Ship,Delivered,16645
9139,D,Ship,Pending,17599
9140,F,Ship,Returned,15880
9141,A,Ship,In Transit,2427
9142,B,Ship,Delivered,8438
9143,C,Ship,Returned,19848
9144,F,Ship,Returned,995
9145,D,Ship,Delivered,3192
9146,F,Ship,Delivered,3375
9147,A,Ship,Pending,10754
9148,B,Ship,In Transit,7693
9149,C,Ship,In Transit,16655
9150,F,Ship,Returned,19903
9151,D,Ship,In Transit,10334
9152,F,Ship,Delivered,6990
9153,A,Road,Delivered,4848
9154,B,Road,Pending,12797
9155,C,Road,Pending,15296
9156,F,Road,Pending,3715
9157,D,Road,Delivered,17645
9158,F,Road,Pending,7687
9159,A,Road,Returned,19231
9160,B,Road,Pending,9770
9161,C,Road,Pending,17988
9162,F,Road,In Transit,3308
9163,D,Road,Pending,12554
9164,F,Road,Pending,5807
9165,A,Road,Pending,7775
9166,B,Road,Returned,6078
9167,C,Road,Delivered,3747
9168,F,Road,Delivered,3412
9169,D,Road,Delivered,3635
9170,F,Road,Pending,7963
9171,A,Road,Pending,1001
9172,B,Road,Delivered,19766
9173,C,Road,Returned,4447
9174,F,Road,Returned,13919
9175,D,Flight,In Transit,6129
9176,F,Flight,Returned,4064
9177,A,Flight,Pending,6513
9178,B,Flight,Returned,3644
9179,C,Flight,Pending,12395
9180,F,Flight,Pending,10985
9181,D,Flight,In Transit,7816
9182,F,Flight,Pending,6049
9183,A,Flight,Delivered,6493
9184,B,Flight,Delivered,9375
9185,C,Flight,Delivered,10209
9186,F,Flight,Returned,17337
9187,D,Flight,Returned,6468
9188,F,Flight,Pending,15904
9189,A,Flight,Pending,16518
9190,B,Flight,Returned,1881
9191,C,Flight,Delivered,9273
9192,F,Flight,Delivered,14951
9193,D,Flight,Returned,7955
9194,F,Flight,Delivered,6354
9195,A,Flight,In Transit,15548
9196,B,Flight,Returned,8090
9197,C,Ship,Delivered,19768
9198,F,Ship,In Transit,11623
9199,D,Ship,Delivered,2864
9200,F,Ship,In Transit,8284
9201,A,Ship,Returned,12365
9202,B,Ship,In Transit,8888
9203,C,Ship,Pending,3244
9204,F,Ship,Returned,17061
9205,D,Ship,Pending,1905
9206,F,Ship,Pending,4172
9207,A,Ship,Pending,6766
9208,B,Ship,Pending,8818
9209,C,Ship,Returned,12567
9210,F,Ship,Delivered,2486
9211,D,Ship,Pending,4714
9212,F,Ship,Returned,172
9213,A,Ship,Delivered,10778
9214,B,Ship,Returned,10057
9215,C,Ship,Returned,10037
9216,F,Ship,Returned,10429
9217,D,Ship,Returned,5672
9218,F,Ship,In Transit,17487
9219,A,Ship,In Transit,2038
9220,B,Ship,In Transit,5287
9221,C,Ship,Returned,2297
9222,F,Ship,In Transit,8601
9223,D,Ship,Pending,1572
9224,F,Ship,Delivered,4086
9225,A,Ship,In Transit,11410
9226,B,Ship,In Transit,8123
9227,C,Ship,Delivered,12482
9228,F,Ship,Delivered,16002
9229,D,Ship,Pending,5259
9230,F,Ship,Returned,16820
9231,A,Ship,Returned,11766
9232,B,Ship,Delivered,1946
9233,C,Ship,Pending,4465
9234,F,Ship,Pending,12081
9235,D,Ship,Delivered,4582
9236,F,Ship,Pending,17989
9237,A,Ship,Delivered,13755
9238,B,Ship,Returned,13773
9239,C,Ship,Returned,2745
9240,F,Ship,Pending,1720
9241,D,Ship,Returned,8736
9242,F,Ship,Pending,7601
9243,A,Ship,Pending,7699
9244,B,Ship,Delivered,4733
9245,C,Ship,In Transit,7262
9246,F,Ship,Returned,1644
9247,D,Ship,In Transit,12756
9248,F,Ship,In Transit,19146
9249,A,Ship,Returned,16055
9250,B,Ship,Pending,18336
9251,C,Ship,Pending,7407
9252,F,Ship,In Transit,3941
9253,D,Ship,In Transit,5660
9254,F,Ship,In Transit,14141
9255,A,Ship,Returned,13300
9256,B,Ship,In Transit,3838
9257,C,Ship,In Transit,8510
9258,F,Ship,Delivered,11756
9259,D,Ship,Delivered,597
9260,F,Ship,In Transit,2407
9261,A,Ship,Delivered,18639
9262,B,Ship,Returned,17947
9263,C,Ship,In Transit,5717
9264,F,Ship,In Transit,2351
9265,D,Ship,Returned,2947
9266,F,Ship,Delivered,16643
9267,A,Ship,Pending,1371
9268,B,Ship,In Transit,6487
9269,C,Ship,Pending,13653
9270,F,Ship,Returned,18799
9271,D,Ship,Delivered,14069
9272,F,Ship,In Transit,10304
9273,A,Ship,Delivered,13120
9274,B,Ship,Delivered,8185
9275,C,Ship,In Transit,19022
9276,F,Ship,Returned,11473
9277,D,Ship,Delivered,5814
9278,F,Ship,In Transit,13191
9279,A,Ship,Returned,10276
9280,B,Ship,Pending,12964
9281,C,Ship,Returned,13646
9282,F,Ship,Returned,13947
9283,D,Ship,Returned,1724
9284,F,Ship,Pending,17591
9285,A,Ship,Delivered,9973
9286,B,Ship,Returned,18139
9287,C,Ship,Delivered,1307
9288,F,Ship,In Transit,1985
9289,D,Ship,Pending,13814
9290,F,Road,In Transit,10156
9291,A,Road,Returned,8347
9292,B,Road,Pending,16232
9293,C,Road,Pending,19732
9294,F,Road,In Transit,16096
9295,D,Road,In Transit,14269
9296,F,Road,In Transit,12485
9297,A,Road,Returned,17917
9298,B,Road,Returned,17576
9299,C,Road,In Transit,3245
9300,F,Road,Returned,5097
9301,D,Road,In Transit,16518
9302,F,Road,Returned,9261
9303,A,Road,Pending,16187
9304,B,Road,In Transit,15924
9305,C,Road,Pending,8806
9306,F,Road,Returned,17765
9307,D,Road,In Transit,6446
9308,F,Road,Delivered,10743
9309,A,Road,Returned,9818
9310,B,Road,Returned,10364
9311,C,Road,In Transit,11867
9312,F,Flight,Pending,9877
9313,D,Flight,Pending,12048
9314,F,Flight,Pending,12477
9315,A,Flight,Returned,11099
9316,B,Flight,Returned,980
9317,C,Flight,Pending,6435
9318,F,Flight,Returned,1121
9319,D,Flight,In Transit,9125
9320,F,Flight,In Transit,10523
9321,A,Flight,Returned,16316
9322,B,Flight,Returned,8662
9323,C,Flight,Delivered,19275
9324,F,Flight,Returned,3576
9325,D,Flight,Delivered,10549
9326,F,Flight,Pending,13233
9327,A,Flight,Returned,3817
9328,B,Flight,Pending,17692
9329,C,Flight,Pending,4574
9330,F,Flight,Delivered,11197
9331,D,Flight,In Transit,10437
9332,F,Flight,In Transit,9731
9333,A,Flight,Delivered,9155
9334,B,Ship,Returned,218
9335,C,Ship,Pending,4017
9336,F,Ship,Delivered,11868
9337,D,Ship,In Transit,12924
9338,F,Ship,In Transit,15749
9339,A,Ship,Returned,330
9340,B,Ship,Delivered,2738
9341,C,Ship,Pending,11504
9342,F,Ship,Delivered,18407
9343,D,Ship,In Transit,18758
9344,F,Ship,Delivered,10779
9345,A,Ship,Returned,2317
9346,B,Ship,In Transit,10384
9347,C,Ship,Pending,15995
9348,F,Ship,Delivered,10359
9349,D,Ship,Pending,11279
9350,F,Ship,Delivered,14391
9351,A,Ship,Pending,9899
9352,B,Ship,Returned,13731
9353,C,Ship,Returned,11434
9354,F,Ship,Pending,11001
9355,D,Ship,In Transit,19833
9356,F,Ship,Returned,13430
9357,A,Ship,Delivered,18336
9358,B,Ship,Returned,1198
9359,C,Ship,Pending,2632
9360,F,Ship,Delivered,7351
9361,D,Ship,Pending,13993
9362,F,Ship,Returned,9895
9363,A,Ship,In Transit,14366
9364,B,Ship,In Transit,1001
9365,C,Ship,Pending,12251
9366,F,Ship,In Transit,3015
9367,D,Ship,Returned,10116
9368,F,Ship,Returned,5555
9369,A,Ship,Returned,1982
9370,B,Ship,Pending,910
9371,C,Ship,Returned,13561
9372,F,Ship,Pending,19899
9373,D,Ship,In Transit,19258
9374,F,Ship,Delivered,15093
9375,A,Ship,Returned,17085
9376,B,Ship,Delivered,2541
9377,C,Ship,Returned,3965
9378,F,Ship,Returned,18501
9379,D,Ship,Returned,19340
9380,F,Ship,Delivered,15005
9381,A,Ship,Pending,6238
9382,B,Ship,Pending,5246
9383,C,Ship,Delivered,17020
9384,F,Ship,Pending,18869
9385,D,Ship,In Transit,14454
9386,F,Ship,Returned,285
9387,A,Ship,Pending,6922
9388,B,Ship,Returned,10549
9389,C,Ship,Delivered,15626
9390,F,Ship,Delivered,3911
9391,D,Ship,Pending,16399
9392,F,Ship,Pending,15340
9393,A,Ship,In Transit,5240
9394,B,Ship,In Transit,4116
9395,C,Ship,Pending,12690
9396,F,Ship,Delivered,5184
9397,D,Ship,In Transit,4250
9398,F,Ship,Pending,9626
9399,A,Ship,Returned,14066
9400,B,Ship,In Transit,15998
9401,C,Ship,Returned,2812
9402,F,Ship,Pending,18052
9403,D,Ship,Returned,2152
9404,F,Ship,Pending,3440
9405,A,Ship,In Transit,10776
9406,B,Ship,Returned,11786
9407,C,Ship,Delivered,17057
9408,F,Ship,Pending,624
9409,D,Ship,Delivered,17062
9410,F,Ship,Delivered,4072
9411,A,Ship,Delivered,10053
9412,B,Ship,Pending,2975
9413,C,Ship,Delivered,4880
9414,F,Ship,In Transit,16151
9415,D,Ship,In Transit,11590
9416,F,Ship,Pending,19082
9417,A,Ship,In Transit,163
9418,B,Ship,Delivered,4650
9419,C,Ship,In Transit,11949
9420,F,Ship,In Transit,3124
9421,D,Ship,Pending,19415
9422,F,Ship,Pending,18239
9423,A,Ship,Delivered,9031
9424,B,Ship,Delivered,14629
9425,C,Ship,In Transit,13563
9426,F,Ship,Pending,12883
9427,D,Road,Returned,13739
9428,F,Road,In Transit,3989
9429,A,Road,In Transit,4457
9430,B,Road,Pending,14912
9431,C,Road,Returned,7356
9432,F,Road,Pending,10943
9433,D,Road,In Transit,7819
9434,F,Road,Pending,17260
9435,A,Road,In Transit,2590
9436,B,Road,Pending,9063
9437,C,Road,Delivered,7139
9438,F,Road,In Transit,2879
9439,D,Road,Returned,16144
9440,F,Road,Delivered,12724
9441,A,Road,Pending,10078
9442,B,Road,Delivered,4486
9443,C,Road,Delivered,3463
9444,F,Road,In Transit,12200
9445,D,Road,Delivered,10421
9446,F,Road,Pending,6202
9447,A,Road,Pending,7821
9448,B,Road,Pending,2753
9449,C,Flight,Delivered,18541
9450,F,Flight,Pending,12552
9451,D,Flight,In Transit,8811
9452,F,Flight,Returned,12662
9453,A,Flight,Returned,9376
9454,B,Flight,Returned,5032
9455,C,Flight,Pending,11028
9456,F,Flight,Returned,12166
9457,D,Flight,Delivered,13525
9458,F,Flight,In Transit,9814
9459,A,Flight,Pending,11121
9460,B,Flight,Pending,1097
9461,C,Flight,Delivered,1809
9462,F,Flight,Pending,1635
9463,D,Flight,In Transit,6246
9464,F,Flight,Delivered,19741
9465,A,Flight,Returned,18695
9466,B,Flight,Delivered,568
9467,C,Flight,Pending,10434
9468,F,Flight,Returned,8727
9469,D,Flight,Returned,19201
9470,F,Flight,In Transit,19151
9471,A,Ship,Returned,3257
9472,B,Ship,In Transit,12486
9473,C,Ship,In Transit,12504
9474,F,Ship,Returned,10620
9475,D,Ship,Pending,3272
9476,F,Ship,Delivered,17870
9477,A,Ship,Pending,3099
9478,B,Ship,Delivered,8438
9479,C,Ship,Pending,16319
9480,F,Ship,In Transit,17439
9481,D,Ship,In Transit,16550
9482,F,Ship,Delivered,9909
9483,A,Ship,Pending,7699
9484,B,Ship,Delivered,18041
9485,C,Ship,Pending,7592
9486,F,Ship,In Transit,14714
9487,D,Ship,Pending,14352
9488,F,Ship,Pending,19411
9489,A,Ship,Returned,3514
9490,B,Ship,Returned,288
9491,C,Ship,Returned,195
9492,F,Ship,Pending,15943
9493,D,Ship,Pending,14643
9494,F,Ship,Returned,6166
9495,A,Ship,In Transit,8939
9496,B,Ship,In Transit,9683
9497,C,Ship,Pending,16945
9498,F,Ship,In Transit,2524
9499,D,Ship,In Transit,9202
9500,F,Ship,Pending,10704
9501,A,Ship,Pending,6644
9502,B,Ship,Delivered,13477
9503,C,Ship,Pending,2687
9504,F,Ship,In Transit,15055
9505,D,Ship,Pending,10440
9506,F,Ship,Returned,17101
9507,A,Ship,Pending,11018
9508,B,Ship,Returned,6418
9509,C,Ship,Delivered,6121
9510,F,Ship,Delivered,12570
9511,D,Ship,Returned,2598
9512,F,Ship,Returned,7315
9513,A,Ship,Returned,5125
9514,B,Ship,Returned,1847
9515,C,Ship,In Transit,12101
9516,F,Ship,Returned,2045
9517,D,Ship,In Transit,15310
